Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification/SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year,ACR Retirement Data,Updated 11-1-23,Total Credits Retired:,26711881
ACR114,2019,ACR-US-114-2019-1071-843434 to 850786,7353,2022-09-12,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retired on behalf of General Mills, Inc.",2020-07-31 21:00:05,2022,,,,
ACR114,2017,ACR-US-114-2017-735-570787 to 577146,6360,2022-09-09,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,JPMorgan Chase,2018-06-22 23:22:39,2022,,,,
ACR114,2017,ACR-US-114-2017-735-496130 to 529769,33640,2022-09-09,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,JPMorgan Chase,2018-06-22 23:22:39,2022,,,,
ACR114,2020,ACR-US-114-2020-1319-95178 to 95634,457,2022-08-24,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Lied Lodge and Conference Center,2021-08-11 22:43:21,2022,,,,
ACR114,2019,ACR-US-114-2019-1071-411480 to 411974,495,2022-07-27,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Marriott International,2020-07-31 21:00:05,2022,,,,
ACR114,2017,ACR-US-114-2017-734-470609 to 470790,182,2022-06-30,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Retired by ClimateCare on behalf of client 110846CCOL,2018-06-22 23:22:39,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-142286 to 145105,2820,2022-06-30,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Arbor Day Foundation,2020-07-31 21:00:06,2022,,,,
ACR114,2018,ACR-US-114-2018-1072-1425 to 1607,183,2022-06-30,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Arbor Day Foundation,2020-07-31 21:00:06,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-141286 to 142285,1000,2022-06-28,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retired on behalf of Hillenbrand, Inc.",2020-07-31 21:00:06,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-140286 to 141285,1000,2022-06-27,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Healthy Food Ingredients,2020-07-31 21:00:06,2022,,,,
ACR114,2017,ACR-US-114-2017-735-316559 to 347246,30688,2022-05-26,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Church & Dwight,2018-06-22 23:22:39,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-140075 to 140285,211,2022-05-17,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retired on behalf of GMES, LLC dba GME Supply, Gearcor, Vista Systems for 2022 and beyond emissions",2020-07-31 21:00:06,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-139986 to 140074,89,2022-05-17,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retired on behalf of GMES, LLC dba GME Supply, Gearcor, Vista Systems for 2021 emissions",2020-07-31 21:00:06,2022,,,,
ACR114,2013,ACR-US-114-2013-385-302495 to 305494,3000,2022-05-12,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Kosmos Energy LLC,Other,2021 GHG emissions,2015-05-01 23:46:57,2022,,,,
ACR114,2017,ACR-US-114-2017-734-468109 to 468532,424,2022-04-22,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",Other,"Retired on behalf of Apax Partners LLP to compensate for verified Scope 1, 2 and 3 emissions in 2021.",2018-06-22 23:22:39,2022,,,,
ACR114,2020,ACR-US-114-2020-1319-94778 to 95177,400,2022-04-01,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of PURE Insurance,2021-08-11 22:43:21,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-112843 to 139985,27143,2022-03-21,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of MathWorks,2020-07-31 21:00:06,2022,,,,
ACR114,2017,ACR-US-114-2017-735-546130 to 570786,24657,2022-03-21,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of MathWorks,2018-06-22 23:22:39,2022,,,,
ACR114,2019,ACR-US-114-2019-1071-408480 to 408684,205,2022-03-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of AMUNDI ASSET MANAGEMENT,2020-07-31 21:00:05,2022,,,,
ACR114,2017,ACR-US-114-2017-735-477330 to 490829,13500,2022-03-07,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Retired on behalf of Sun Life Assurance Company of Canada,2018-06-22 23:22:39,2022,,,,
ACR114,2017,ACR-US-114-2017-735-473997 to 477329,3333,2022-03-07,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Retired on behalf of Massachusetts Financial Services Company,2018-06-22 23:22:39,2022,,,,
ACR114,2013,ACR-US-114-2013-385-286031 to 302494,16464,2022-02-10,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Shell Energy North America (US), L.P.",Environmental Benefit,Retired by Shell,2015-05-01 23:46:57,2022,,,,
ACR114,2013,ACR-US-114-2013-385-357683 to 362182,4500,2022-02-07,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Shell Energy North America (US), L.P.",Environmental Benefit,Retired on behalf of Freehold Royalties,2015-05-01 23:46:57,2022,,,,
ACR114,2017,ACR-US-114-2017-735-495117 to 496129,1013,2022-01-31,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of Vertical Supply Group,2018-06-22 23:22:39,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-112792 to 112842,51,2022-01-05,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Marshall Wace LLP,2020-07-31 21:00:06,2022,,,,
ACR114,2018,ACR-US-114-2018-1074-112638 to 112791,154,2022-01-05,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Marshall Wace North America LP,2020-07-31 21:00:06,2022,,,,
ACR114,2017,ACR-US-114-2017-735-448997 to 473996,25000,2021-12-29,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",Environmental Benefit,Customer ID 00080459,2018-06-22 23:22:39,2021,,,,
ACR114,2018,ACR-US-114-2018-1074-103888 to 112637,8750,2021-12-08,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Retired on behalf of Ally Financial,2020-07-31 21:00:06,2021,,,,
ACR114,2013,ACR-US-114-2013-385-477276 to 477292,17,2021-10-25,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"GreenTrees, LLC",On Behalf of Third Party,On behalf of BCSE,2015-05-01 23:46:57,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-841434 to 843433,2000,2021-10-25,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"GreenTrees, LLC",On Behalf of Third Party,"On behalf of AT&T, Inc.",2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-412129 to 412777,649,2021-10-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of NIKE Neon,2020-07-31 21:00:05,2021,,,,
ACR114,2018,ACR-US-114-2018-1072-425 to 1424,1000,2021-10-04,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of Atkore International Inc.,2020-07-31 21:00:06,2021,,,,
ACR114,2017,ACR-US-114-2017-734-466462 to 468108,1647,2021-09-29,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",Other,"Retired on behalf of Apax Partners LLP to compensate for verified Scope 1, 2 and 3 emissions in 2019 and 2020.",2018-06-22 23:22:39,2021,,,,
ACR114,2017,ACR-US-114-2017-734-451445 to 460444,9000,2021-08-23,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of Farfetch,2018-06-22 23:22:39,2021,,,,
ACR114,2018,ACR-US-114-2018-1072-1 to 424,424,2021-08-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,Other,LL and Online Donation,2020-07-31 21:00:06,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-540969 to 541433,465,2021-08-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,Other,LL and Online Donation,2020-07-31 21:00:05,2021,,,,
ACR114,2016,ACR-US-114-2016-736-165951 to 165976,26,2021-08-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,Other,LL and Online Donation,2018-06-22 23:22:39,2021,,,,
ACR114,2017,ACR-US-114-2017-734-472475 to 474974,2500,2021-08-09,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,K1 Investment Management LLC,2018-06-22 23:22:39,2021,,,,
ACR114,2016,ACR-US-114-2016-736-165685 to 165950,266,2021-08-09,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,iCIMS,2018-06-22 23:22:39,2021,,,,
ACR114,2017,ACR-US-114-2017-734-471462 to 472474,1013,2021-08-09,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of Vertical Supply Group,2018-06-22 23:22:39,2021,,,,
ACR114,2017,ACR-US-114-2017-734-460462 to 466461,6000,2021-06-30,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of MathWorks,2018-06-22 23:22:39,2021,,,,
ACR114,2016,ACR-US-114-2016-736-117788 to 122787,5000,2021-06-23,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Customer ID 00077552,2018-06-22 23:22:39,2021,,,,
ACR114,2016,ACR-US-114-2016-736-115958 to 117787,1830,2021-06-23,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Customer ID 00078679,2018-06-22 23:22:39,2021,,,,
ACR114,2015,ACR-US-114-2015-646-777547 to 777954,408,2021-06-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,CleanChoice Energy,Other,CY20 Offset Retirements,2017-05-31 20:47:39,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-409980 to 411479,1500,2021-05-24,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,On Behalf of EC30,2020-07-31 21:00:05,2021,,,,
ACR114,2017,ACR-US-114-2017-735-247247 to 316558,69312,2021-05-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Church & Dwight,2018-06-22 23:22:39,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-540934 to 540968,35,2021-05-04,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"On Behalf of Rubisco Farms, LLC",2020-07-31 21:00:05,2021,,,,
ACR114,2018,ACR-US-114-2018-1074-103720 to 103887,168,2021-04-30,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"GreenTrees, LLC",On Behalf of Third Party,On Behalf of First Sentier Investors,2020-07-31 21:00:06,2021,,,,
ACR114,2016,ACR-US-114-2016-736-165218 to 165684,467,2021-04-01,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Klean Kanteen,2018-06-22 23:22:39,2021,,,,
ACR114,2013,ACR-US-114-2013-385-273531 to 286030,12500,2021-03-25,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Shell Energy North America (US), L.P.",Environmental Benefit,Retired on behalf of Kosmos Energy,2015-05-01 23:46:57,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-539195 to 540933,1739,2021-03-24,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retiring of 5,000t CO2 issued in 2019 for unavoidable GHG emissions in the reporting year 2021, in order to achieve the ambitious climate target of Miele & Cie. KG",2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-405219 to 408479,3261,2021-03-24,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,"Retiring of 5,000t CO2 issued in 2019 for unavoidable GHG emissions in the reporting year 2021, in order to achieve the ambitious climate target of Miele & Cie. KG",2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-404219 to 405218,1000,2021-03-17,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Target,2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-403719 to 404218,500,2021-03-11,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Caltech,2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-641434 to 741433,100000,2021-03-08,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Facebook,2020-07-31 21:00:05,2021,,,,
ACR114,2019,ACR-US-114-2019-1071-394344 to 403718,9375,2021-02-15,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Arbor Day Foundation,On Behalf of Third Party,Incyte,2020-07-31 21:00:05,2021,,,,
ACR114,2013,ACR-US-114-2013-385-348531 to 357682,9152,2021-02-10,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Shell Trading International Limited,Environmental Benefit,Retired by Shell,2015-05-01 23:46:57,2021,,,,
ACR114,2016,ACR-US-114-2016-736-113648 to 115957,2310,2021-02-02,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Customer ID 00077074,2018-06-22 23:22:39,2021,,,,
ACR114,2016,ACR-US-114-2016-736-113248 to 113647,400,2021-02-02,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),Forest Carbon,Version 1.0,Mississippi Alluvial Valley,ARKANSAS,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Climate Impact Partners, LLC",On Behalf of Third Party,Customer ID 00077398,2018-06-22 23:22:39,2021,,,,
