Project ID,Project Name,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Notes,Cancellation Reason,Cancellation Year,Issuance Year,ARB Project,Unnamed: 16,CAR Cancellation Data,Updated 11-1-23,Total Credits Cancelled:,109950929
CAR1070,Phase 1 Sustainable Forest Project,2018,CAR-ROC-US-1070-125-520-CA-2018-5933-1 to 16236,16236,2020-03-23,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR997.2019,,,,
CAR1070,Phase 1 Sustainable Forest Project,2017,CAR-ROC-US-1070-125-520-CA-2017-5934-1 to 50112,50112,2020-03-23,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR1209.2019,,,,
CAR1070,Phase 1 Sustainable Forest Project,2017,CAR-ROC-US-1070-125-520-CA-2017-5935-1 to 9429,9429,2020-03-23,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,ARB,2020,2020,Compliance,CAR1209.2019,,,,
CAR1070,Phase 1 Sustainable Forest Project,2016,CAR-ROC-US-1070-125-520-CA-2016-5686-105948 to 550696,444749,2019-09-24,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,ARB,2019,2019,Compliance,CAR1122.2019,,,,
CAR1070,Phase 1 Sustainable Forest Project,2016,CAR-ROC-US-1070-125-520-CA-2016-5686-1 to 105947,105947,2019-09-24,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,Canceled,2019,2019,Compliance,CAR1036.2019,,,,
CAR1070,Phase 1 Sustainable Forest Project,2016,CAR-ROC-US-1070-125-520-CA-2016-5687-1 to 103614,103614,2019-09-24,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Humboldt County,CALIFORNIA,US,,ARB,2019,2019,Compliance,CAR1095.2019,,,,
CAR1071,DPC Domestic ODS Destruction Project #20,2014,CAR-ROC-US-1071-132-745-AR-2014-1643-1 to 17848,17848,2015-02-25,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011","El Dorado, Arkansas",ARKANSAS,US,,ARB,2015,2015,Compliance,CAR1095.2019,,,,
CAR1072,A-GAS RemTec 2014-1,2014,CAR-ROC-US-1072-132-377-OH-2014-1565-1 to 129838,129838,2014-12-10,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Bowling Green,OHIO,US,,ARB,2014,2014,Compliance,CAR1013.2019,,,,
CAR1074,EOS CAR 1074,2016,CAR-ROC-US-1074-132-265-AR-2016-2067-1 to 57134,57134,2016-09-14,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",El Dorado,ARKANSAS,US,,ARB,2016,2016,Compliance,CAR1013.2019,,,,
CAR1076,CSE Arizona Facility,2020,CAR-ROC-US-1076-105-584-AZ-2020-6244-1 to 15571,15571,2021-02-03,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2021,2020,Compliance,CAR1136.2019,,,,
CAR1076,CSE Arizona Facility,2020,CAR-ROC-US-1076-105-584-AZ-2020-6606-1 to 6671,6671,2021-08-26,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2021,2020,Compliance,CAR1317.2019,,,,
CAR1076,CSE Arizona Facility,2019,CAR-ROC-US-1076-105-584-AZ-2019-5827-1 to 14732,14732,2019-11-22,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2019,2019,Compliance,CAR1123.2019,,,,
CAR1076,CSE Arizona Facility,2018,CAR-ROC-US-1076-105-584-AZ-2018-5613-1 to 13633,13633,2018-11-19,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2018,2018,Compliance,CAR1215.2019,,,,
CAR1076,CSE Arizona Facility,2017,CAR-ROC-US-1076-105-584-AZ-2017-4359-1 to 357,357,2017-12-18,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2017,2017,Compliance,CAR1215.2019,,,,
CAR1076,CSE Arizona Facility,2017,CAR-ROC-US-1076-105-584-AZ-2017-4310-1 to 14558,14558,2017-12-18,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2017,2017,Compliance,CAR1275.2019,,,,
CAR1076,CSE Arizona Facility,2016,CAR-ROC-US-1076-105-584-AZ-2016-2124-1 to 13960,13960,2016-12-28,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2016,2016,Compliance,CAR1376.2019,,,,
CAR1076,CSE Arizona Facility,2015,CAR-ROC-US-1076-105-584-AZ-2015-1987-1 to 9635,9635,2016-04-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2016,2016,Compliance,CAR1151.2019,,,,
CAR1076,CSE Arizona Facility,2014,CAR-ROC-US-1076-105-584-AZ-2014-1717-1 to 16671,16671,2015-05-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011","Buckeye, Arizona",ARIZONA,US,,ARB,2015,2015,Compliance,CAR1076.2019,,,,
CAR1077,Linde,2015,CAR-ROC-US-1077-105-619-SD-2015-2186-1 to 1523,1523,2017-05-10,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","White, S. Dakota",SOUTH DAKOTA,US,,ARB,2017,2017,Compliance,CAR969.2019,,,,
CAR1077,Linde,2014,CAR-ROC-US-1077-105-619-SD-2014-1727-1 to 1452,1452,2015-05-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011","White, S. Dakota",SOUTH DAKOTA,US,,ARB,2015,2015,Compliance,CAR982.2019,,,,
CAR1078,Stotz Southern Generation,2020,CAR-ROC-US-1078-105-602-AZ-2020-6243-1 to 21461,21461,2021-01-15,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2021,2020,Compliance,CAR1063.2019,,,,
CAR1078,Stotz Southern Generation,2020,CAR-ROC-US-1078-105-602-AZ-2020-6600-1 to 3104,3104,2021-09-15,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2021,2020,Compliance,CAR1063.2019,,,,
CAR1078,Stotz Southern Generation,2019,CAR-ROC-US-1078-105-602-AZ-2019-5831-1 to 18306,18306,2019-11-22,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2019,2019,Compliance,CAR1128.2019,,,,
CAR1078,Stotz Southern Generation,2018,CAR-ROC-US-1078-105-602-AZ-2018-5631-1 to 18887,18887,2019-01-15,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2019,2018,Compliance,CAR996.2019,,,,
CAR1078,Stotz Southern Generation,2017,CAR-ROC-US-1078-105-602-AZ-2017-4311-1 to 16401,16401,2017-10-11,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2017,2017,Compliance,CAR988.2019,,,,
CAR1078,Stotz Southern Generation,2016,CAR-ROC-US-1078-105-602-AZ-2016-2102-1 to 13552,13552,2016-11-23,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2016,2016,Compliance,CAR1208.2019,,,,
CAR1078,Stotz Southern Generation,2015,CAR-ROC-US-1078-105-602-AZ-2015-2002-1 to 13506,13506,2016-05-25,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Buckeye, Arizona",ARIZONA,US,,ARB,2016,2016,Compliance,CAR1208.2019,,,,
CAR1078,Stotz Southern Generation,2014,CAR-ROC-US-1078-105-602-AZ-2014-1764-1 to 12431,12431,2015-07-08,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011","Buckeye, Arizona",ARIZONA,US,,ARB,2015,2015,Compliance,CAR1088.2019,,,,
CAR1080,George DeRuyter and Sons Dairy Methane Reduction Project,2020,CAR-ROC-US-1080-105-207-WA-2020-6616-1 to 16917,16917,2021-10-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Near Yakima County,WASHINGTON,US,,ARB,2021,2021,Compliance,CAR1088.2019,,,,
CAR1080,George DeRuyter and Sons Dairy Methane Reduction Project,2017,CAR-ROC-US-1080-105-207-WA-2017-4300-1 to 10280,10280,2017-09-13,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Near Yakima County,WASHINGTON,US,,ARB,2017,2017,Compliance,CAR1130.2019,,,,
CAR1080,George DeRuyter and Sons Dairy Methane Reduction Project,2016,CAR-ROC-US-1080-105-207-WA-2016-2089-1 to 18652,18652,2016-11-23,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Near Yakima County,WASHINGTON,US,,ARB,2016,2016,Compliance,CAR1130.2019,,,,
CAR1081,"Roeslein Alternative Energy of Missouri, LLC - Valley View",2018,CAR-ROC-US-1081-105-852-MO-2018-5873-1 to 32105,32105,2019-12-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2019,2019,Compliance,CAR1205.2019,,,,
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",2019,CAR-ROC-US-1083-105-852-MO-2019-6129-1 to 16679,16679,2020-10-20,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2020,2020,Compliance,CAR1205.2019,,,,
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",2018,CAR-ROC-US-1083-105-852-MO-2018-5860-1 to 17761,17761,2019-12-03,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2019,2019,Compliance,CAR1213.2019,,,,
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",2017,CAR-ROC-US-1083-105-852-MO-2017-5637-1 to 29953,29953,2019-03-27,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2019,2018,Compliance,CAR1213.2019,,,,
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",2016,CAR-ROC-US-1083-105-852-MO-2016-4355-1 to 15258,15258,2018-03-08,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2018,2017,Compliance,CAR1175.2019,,,,
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",2015,CAR-ROC-US-1083-105-852-MO-2015-2068-1 to 19648,19648,2016-10-12,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014","Sullivan County, MO",MISSOURI,US,,ARB,2016,2016,Compliance,CAR1175.2019,,,,
CAR1085,"Roeslein Alternative Energy of Missouri, LLC - Ruckman",2014,CAR-ROC-US-1085-105-852-MO-2014-1732-1 to 3968,3968,2015-06-24,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011","Gentry County, MO, near Albany, MO",MISSOURI,US,,ARB,2015,2015,Compliance,CAR1086.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2020,CAR-ROC-US-1086-125-557-AR-2020-6549-1 to 13989,13989,2021-12-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2021,2021,Compliance,CAR1086.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2020,CAR-ROC-US-1086-125-557-AR-2020-6550-1 to 3092,3092,2021-12-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2021,2021,Compliance,CAR1257.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2019,CAR-ROC-US-1086-125-557-AR-2019-6551-1 to 18543,18543,2021-12-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2021,2021,Compliance,CAR1257.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2019,CAR-ROC-US-1086-125-557-AR-2019-6552-1 to 4099,4099,2021-12-02,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2021,2021,Compliance,CAR1062.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2018,CAR-ROC-US-1086-125-557-AR-2018-5769-1 to 13386,13386,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1062.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2018,CAR-ROC-US-1086-125-557-AR-2018-5770-1 to 2959,2959,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1062.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2017,CAR-ROC-US-1086-125-557-AR-2017-5771-1 to 7239,7239,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1062.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2017,CAR-ROC-US-1086-125-557-AR-2017-5772-1 to 1600,1600,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1297.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2016,CAR-ROC-US-1086-125-557-AR-2016-5773-1 to 15859,15859,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1297.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2016,CAR-ROC-US-1086-125-557-AR-2016-5774-1 to 3506,3506,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1314.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2015,CAR-ROC-US-1086-125-557-AR-2015-5775-1 to 7898,7898,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1314.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2015,CAR-ROC-US-1086-125-557-AR-2015-5776-1 to 1746,1746,2019-10-07,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2019,2019,Compliance,CAR1197.2019,,,,
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,2014,CAR-ROC-US-1086-125-557-AR-2014-1794-1 to 70663,70663,2016-03-09,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Calhoun County, Arkansas",ARKANSAS,US,,ARB,2016,2015,Compliance,CAR1197.2019,,,,
CAR1087,DPC Domestic ODS Destruction Project #21,2015,CAR-ROC-US-1087-132-745-OH-2015-1836-1 to 128161,128161,2015-08-12,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011","Bowling Green, Ohio",OHIO,US,,ARB,2015,2015,Compliance,CAR1217.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2020,CAR-ROC-US-1088-125-870-NY-2020-6643-1 to 21021,21021,2022-02-16,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2022,2021,Compliance,CAR1217.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2020,CAR-ROC-US-1088-125-870-NY-2020-6644-1 to 5008,5008,2022-02-16,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2022,2021,Compliance,CAR1142.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2019,CAR-ROC-US-1088-125-870-NY-2019-6645-1 to 8238,8238,2022-02-16,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2022,2021,Compliance,CAR1173.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2019,CAR-ROC-US-1088-125-870-NY-2019-6646-1 to 1963,1963,2022-02-16,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2022,2021,Compliance,CAR1173.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2018,CAR-ROC-US-1088-125-870-NY-2018-5754-1 to 19973,19973,2019-07-31,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2019,2019,Compliance,CAR1293.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2018,CAR-ROC-US-1088-125-870-NY-2018-5755-1 to 4759,4759,2019-07-31,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2019,2019,Compliance,CAR1293.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2017,CAR-ROC-US-1088-125-870-NY-2017-5536-1 to 25811,25811,2018-11-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2018,2018,Compliance,CAR1293.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2017,CAR-ROC-US-1088-125-870-NY-2017-5537-1 to 6150,6150,2018-11-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2018,2018,Compliance,CAR1293.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2016,CAR-ROC-US-1088-125-870-NY-2016-2239-35980 to 36032,53,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,Canceled,2017,2017,Compliance,CAR1329.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2016,CAR-ROC-US-1088-125-870-NY-2016-2240-8573 to 8585,13,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,Canceled,2017,2017,Compliance,CAR1329.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2016,CAR-ROC-US-1088-125-870-NY-2016-2239-1 to 35979,35979,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1292.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2016,CAR-ROC-US-1088-125-870-NY-2016-2240-1 to 8572,8572,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1292.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2015,CAR-ROC-US-1088-125-870-NY-2015-2241-1 to 112118,112118,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1292.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2015,CAR-ROC-US-1088-125-870-NY-2015-2242-1 to 26711,26711,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1292.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2015,CAR-ROC-US-1088-125-870-NY-2015-4360-1 to 386,386,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1281.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2015,CAR-ROC-US-1088-125-870-NY-2015-4361-1 to 92,92,2017-12-20,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2017,2017,Compliance,CAR1098.2019,,,,
CAR1088,Finite Carbon - JTO Champion Property IFM,2014,CAR-ROC-US-1088-125-870-NY-2014-1795-1 to 861342,861342,2016-02-24,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011","Near Tupper Lake, New York",NEW YORK,US,,ARB,2016,2015,Compliance,CAR1098.2019,,,,
CAR1089,A-GAS RemTec 2014-2,2014,CAR-ROC-US-1089-132-377-OH-2014-1772-1 to 107744,107744,2015-06-24,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Bowling Green,OHIO,US,,ARB,2015,2015,Compliance,CAR1288.2019,,,,
CAR1093,A-GAS RemTec 2014-3,2014,CAR-ROC-US-1093-132-377-OH-2014-1911-1 to 148331,148331,2016-01-13,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Bowling Green,OHIO,US,,ARB,2016,2015,Compliance,CAR1109.2019,,,,
CAR1094,Ashford III,2020,CAR-ROC-US-1094-125-859-WA-2020-6667-1 to 6201,6201,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1109.2019,,,,
CAR1094,Ashford III,2020,CAR-ROC-US-1094-125-859-WA-2020-6668-1 to 1473,1473,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1106.2019,,,,
CAR1094,Ashford III,2019,CAR-ROC-US-1094-125-859-WA-2019-6669-1 to 1563,1563,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1190.2019,,,,
CAR1094,Ashford III,2019,CAR-ROC-US-1094-125-859-WA-2019-6670-1 to 371,371,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1190.2019,,,,
CAR1094,Ashford III,2017,CAR-ROC-US-1094-125-859-WA-2017-6671-1 to 1117,1117,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1099.2019,,,,
CAR1094,Ashford III,2017,CAR-ROC-US-1094-125-859-WA-2017-6672-1 to 265,265,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1099.2019,,,,
CAR1094,Ashford III,2016,CAR-ROC-US-1094-125-859-WA-2016-6673-1 to 1402,1402,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1191.2019,,,,
CAR1094,Ashford III,2016,CAR-ROC-US-1094-125-859-WA-2016-6674-1 to 333,333,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1191.2019,,,,
CAR1094,Ashford III,2015,CAR-ROC-US-1094-125-859-WA-2015-6675-1 to 1243,1243,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1153.2019,,,,
CAR1094,Ashford III,2015,CAR-ROC-US-1094-125-859-WA-2015-6676-1 to 295,295,2022-03-18,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,ARB,2022,2021,Compliance,CAR1154.2019,,,,
CAR1094,Ashford III,2014,CAR-ROC-US-1094-125-859-WA-2014-1887-1 to 1,1,2017-01-04,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Ashford,WASHINGTON,US,,Canceled,2017,2015,Compliance,CAR1341.2019,,,,
