Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data,Updated 11-1-23,Total Credits Retired:,61317505
CAR1399,2021,CAR-1-MX-1399-42-938-OA-2021-7097-5373 to 5872,500,2022-11-28,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Créditos retirados a favor de mezcal Amarás,2022,,,,
CAR1399,2021,CAR-1-MX-1399-42-938-OA-2021-7097-1 to 5372,5372,2022-08-04,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1399,2021,CAR-1-MX-1399-42-938-OA-2021-7097-7067 to 7287,221,2023-10-09,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1399,2021,CAR-1-MX-1399-42-938-OA-2021-7097-5873 to 7056,1184,2023-02-02,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1399,2020,CAR-1-MX-1399-42-938-OA-2020-6503-1 to 5619,5619,2021-12-09,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1399,2020,CAR-1-MX-1399-42-938-OA-2020-6505-1 to 109,109,2021-04-23,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,Cool Effect - January 2021 Sales: COMOAX2019,2021,,,,
CAR1399,2020,CAR-1-MX-1399-42-938-OA-2020-6505-110 to 197,88,2021-12-09,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1399,2019,CAR-1-MX-1399-42-938-OA-2019-6507-1 to 4717,4717,2021-04-14,"Carbono, Agua y Biodiversidad Indígena La Trinidad",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,For Cool Effect on Behalf of Salesforce,2021,,,,
CAR1411,2023,CAR-1-MX-1411-42-938-OA-2023-7791-213 to 225,13,2023-09-29,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Carbon Direct Inc.,Environmental Benefit,,2023,,,,
CAR1411,2022,CAR-1-MX-1411-42-938-OA-2022-7063-1 to 888,888,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1411,2021,CAR-1-MX-1411-42-938-OA-2021-7065-19443 to 23993,4551,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1411,2021,CAR-1-MX-1411-42-938-OA-2021-7065-1 to 19442,19442,2022-08-04,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1411,2021,CAR-1-MX-1411-42-938-OA-2021-6509-284 to 284,1,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1411,2021,CAR-1-MX-1411-42-938-OA-2021-6509-1 to 283,283,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1411,2020,CAR-1-MX-1411-42-938-OA-2020-6511-1 to 109,109,2021-04-23,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,Cool Effect - January 2021 Sales: COMOAX2019,2021,,,,
CAR1411,2020,CAR-1-MX-1411-42-938-OA-2020-6513-1 to 268,268,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1411,2020,CAR-1-MX-1411-42-938-OA-2020-6511-660 to 7699,7040,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1411,2020,CAR-1-MX-1411-42-938-OA-2020-6511-110 to 190,81,2021-04-23,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,Cool Effect - March 2021 Sales: COMOAX2019,2021,,,,
CAR1411,2020,CAR-1-MX-1411-42-938-OA-2020-6511-191 to 659,469,2021-08-03,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,Cool Effect - April 2021 Sales: COMOAX2019P,2021,,,,
CAR1411,2019,CAR-1-MX-1411-42-938-OA-2019-6515-1 to 5533,5533,2021-04-14,"Carbono, Agua y Biodiversidad Indígena Xiacuí",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,For Cool Effect on Behalf of Salesforce,2021,,,,
CAR1415,2023,CAR-1-MX-1415-42-938-OA-2023-7803-8 to 180,173,2023-09-29,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Carbon Direct Inc.,Environmental Benefit,,2023,,,,
CAR1415,2023,CAR-1-MX-1415-42-938-OA-2023-7803-1 to 7,7,2023-09-29,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Carbon Direct Inc.,Environmental Benefit,,2023,,,,
CAR1415,2022,CAR-1-MX-1415-42-938-OA-2022-7805-4532 to 4874,343,2023-09-29,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Carbon Direct Inc.,Environmental Benefit,,2023,,,,
CAR1415,2022,CAR-1-MX-1415-42-938-OA-2022-7109-1 to 183,183,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1415,2021,CAR-1-MX-1415-42-938-OA-2021-7111-1 to 4356,4356,2022-08-04,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1415,2021,CAR-1-MX-1415-42-938-OA-2021-7111-4357 to 4941,585,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1415,2021,CAR-1-MX-1415-42-938-OA-2021-6719-1 to 213,213,2021-12-06,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2021,,,,
CAR1415,2020,CAR-1-MX-1415-42-938-OA-2020-6721-1 to 3895,3895,2021-12-06,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,,2021,,,,
CAR1415,2020,CAR-1-MX-1415-42-938-OA-2020-6723-1 to 201,201,2021-12-06,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,,2021,,,,
CAR1415,2020,CAR-1-MX-1415-42-938-OA-2020-6721-3896 to 5790,1895,2022-02-16,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,,2022,,,,
CAR1415,2019,CAR-1-MX-1415-42-938-OA-2019-6725-1 to 5231,5231,2021-12-06,"Carbono, Agua y Biodiversidad Indígena Capulálpam",Forestry - MX,Version 2.0,"Capulálpam de Méndez, Oaxaca",OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,,2021,,,,
CAR1425,2020,CAR-1-US-1425-37-925-CO-2020-6268-1 to 303,303,2022-05-31,Medford Spring Grassland Conservation,Avoided Grassland Conversion,Version 2.1,"Bent County, Colorado",COLORADO,US,,No,"Native, a Public Benefit Corporation",On Behalf of Third Party,Retirement on Behalf of Ecomhalo,2022,,,,
CAR1428,2021,CAR-1-MX-1428-42-993-YC-2021-6833-1 to 1511,1511,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1428,2020,CAR-1-MX-1428-42-993-YC-2020-6835-1 to 2924,2924,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1428,2020,CAR-1-MX-1428-42-993-YC-2020-6837-1 to 1319,1319,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1428,2019,CAR-1-MX-1428-42-993-YC-2019-6839-1 to 2534,2534,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1428,2019,CAR-1-MX-1428-42-993-YC-2019-6841-1 to 708,708,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1428,2018,CAR-1-MX-1428-42-993-YC-2018-6843-1 to 1372,1372,2023-03-31,Manglares San Crisanto,Forestry - MX,Version 1.5,Beach,YUCATÁN,MX,,No,ClimateSeed,Environmental Benefit,,2023,,,,
CAR1443,2022,CAR-1-MX-1443-42-938-OA-2022-7067-1 to 424,424,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1443,2021,CAR-1-MX-1443-42-938-OA-2021-7069-8770 to 11458,2689,2023-02-02,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2023,,,,
CAR1443,2021,CAR-1-MX-1443-42-938-OA-2021-6517-1 to 372,372,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1443,2021,CAR-1-MX-1443-42-938-OA-2021-7069-1 to 8769,8769,2022-08-04,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1443,2020,CAR-1-MX-1443-42-938-OA-2020-6519-1 to 10083,10083,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1443,2020,CAR-1-MX-1443-42-938-OA-2020-6521-1 to 86,86,2021-06-14,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,SAN MIGUEL MANINALTEPEC,Environmental Benefit,"Cancelación voluntaria realizada por Anaconda Carbon a favor de AEROENLACES S.A. de CV (VIVA AEROBUS), como compensación inicial del programa de contribución ambiental para sus pasajeros El Futuro es Verde",2021,,,,
CAR1443,2020,CAR-1-MX-1443-42-938-OA-2020-6521-87 to 302,216,2021-06-22,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,SAN MIGUEL MANINALTEPEC,Environmental Benefit,"Cancelación voluntaria realizada por Anaconda Carbon a favor de AEROENLACES S.A. de CV (VIVA AEROBUS), como compensación inicial del programa de contribución ambiental para sus pasajeros El Futuro es Verde",2021,,,,
CAR1443,2020,CAR-1-MX-1443-42-938-OA-2020-6521-303 to 341,39,2021-12-09,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,Environmental Benefit,Retirement of Carbon Offsets in behalf of Palo Alto City Utilities,2021,,,,
CAR1443,2019,CAR-1-MX-1443-42-938-OA-2019-6523-8983 to 9196,214,2021-06-14,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,SAN MIGUEL MANINALTEPEC,Environmental Benefit,"Cancelación voluntaria realizada por Anaconda Carbon a favor de AEROENLACES S.A. de CV (VIVA AEROBUS), como compensación inicial del programa de contribución ambiental para sus pasajeros El Futuro es Verde",2021,,,,
CAR1443,2019,CAR-1-MX-1443-42-938-OA-2019-6523-6501 to 8655,2155,2021-04-14,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,For Cool Effect on Behalf of Salesforce,2021,,,,
CAR1443,2019,CAR-1-MX-1443-42-938-OA-2019-6523-8656 to 8982,327,2021-04-23,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,Cool Effect - March 2021 Sales: COMOAX2019,2021,,,,
CAR1443,2019,CAR-1-MX-1443-42-938-OA-2019-6523-1 to 6500,6500,2021-04-14,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",Forestry - MX,Version 2.0,Oaxaca de Juárez,OAXACA,MX,,Yes,Cool Effect,Environmental Benefit,For Cool Effect on Behalf of Salesforce,2021,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-13050 to 38049,25000,2023-07-18,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,Retired by Cool Effect on Behalf of Nestlé Travel & Fleet Compensation,2023,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-5241 to 8669,3429,2022-08-27,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-12358 to 13047,690,2022-10-04,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-1 to 5240,5240,2022-07-29,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-13048 to 13049,2,2022-10-21,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2021,CAR-1-MX-1455-42-1056-MH-2021-6953-8670 to 12357,3688,2022-09-23,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-1 to 29,29,2021-12-17,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2021,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-31714 to 31791,78,2022-05-13,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-6714 to 31713,25000,2023-07-18,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,Retired by Cool Effect on Behalf of Nestlé Travel & Fleet Compensation,2023,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-30 to 3029,3000,2022-01-26,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-32300 to 32468,169,2022-06-22,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-32469 to 32986,518,2022-07-29,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-31792 to 32291,500,2022-05-13,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-32292 to 32299,8,2022-06-22,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-3030 to 4862,1833,2022-01-26,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-4863 to 5070,208,2022-01-26,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-5071 to 5183,113,2022-02-18,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1455,2020,CAR-1-MX-1455-42-1056-MH-2020-6662-5184 to 6713,1530,2022-04-18,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,Version 2.0,NUEVO PARANGARICUTIRO,MICHOACÁN,MX,,No,Cool Effect,Environmental Benefit,,2022,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-14330 to 16388,2059,2023-10-27,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Maple Leaf Foods,Environmental Benefit,Carbon Neutral,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-14123 to 14329,207,2023-10-27,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Maple Leaf Foods,Environmental Benefit,Retirement on behalf of McCain Capital,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-13826 to 14122,297,2023-07-21,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Maple Leaf Foods,Environmental Benefit,Retirement on behalf of McCain Capital,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-13427 to 13825,399,2023-04-27,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Maple Leaf Foods,Environmental Benefit,Retirement on behalf of McCain Capital,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-19089 to 21388,2300,2023-03-20,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Retired on behalf of JP Chase Morgan,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-21389 to 25488,4100,2023-06-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Barclays PLC operational offsetting FY2022.,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-7301 to 9400,2100,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Retired on behalf of New Belgium Brewing Company,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-9401 to 11700,2300,2023-03-14,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Retired on behalf of Ralph Lauren Corporation,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-11764 to 12088,325,2023-03-15,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Indigo Ag,On Behalf of Third Party,Retired on behalf of Baillie Gifford,2023,,,,
CAR1459,2021,CAR-1-US-1459-47-1002-MA-2021-7507-12089 to 13426,1338,2023-03-23,Indigo U.S. Project No.1,Soil Enrichment,Version 1.1,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,No,Maple Leaf Foods,Environmental Benefit,Retirement on behalf of McCain Capital,2023,,,,
