GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS736,"G√ºm√º√æk√∂y 13.2 MW Geothermal Power Project, Turkey",Geothermal,Turkey,Large scale,Gold Standard Certified Design,AMS-I.D. Grid connected renewable electricity generation,40000,FutureCamp Climate GmbH,"7,13,9",Standalone,https://platform.sustain-cert.com/public-project/1269,https://registry.goldstandard.org/projects/details/1168,GÃ¼mÃ¼Ã¾kÃ¶y Jeotermal A.Ãž. plans to invest in a geothermal power plant with   capacity   of 13.2 MW within the year 2012 and 2013.The Geothermal Power Project shall be   built close to the Village GÃ¼mÃ¼Ã¾kÃ¶y within the district of Germencik in the   province   of AydÃ½n in Turkey. The use of geothermal power for electricity generation saves   greenhouse gas (GHG) emissions compared to the conventional generation mix   in   Turkey.,,,,,,,,,,,,,
GS7361,"20 MW Solar Project in Sanwreej, Jodhpur, Rajasthan- Pre CDM Clone",Solar Thermal - Electricity,India,Large scale,Gold Standard Certified Project,Other,34882,Infinite Environmental Solutions LLP,"12,13",Standalone,https://platform.sustain-cert.com/public-project/1691,https://registry.goldstandard.org/projects/details/1746,"Janardan Wind Energy Pvt. Ltd. (JWEPL) is the promoter of the proposed project activity. The project activity involves installation of 20 MWac (corresponding to 22.5 MWp) solar power project in Rajasthan. The project will replace anthropogenic emissions of greenhouse gases (GHGâ€™s) estimated to be approximately 35,149 tCO2e per annum, thereon displacing 35,951 MWh/year amount of electricity from the generation-mix of power plants connected to the Indian electricity grid, which is mainly dominated by thermal/fossil fuel based power plant.",,,,,,,,,,,,,
GS7362,GS1247 VPA 183 Lango Safe Water Project,Energy Efficiency - Domestic,Uganda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1575,https://registry.goldstandard.org/projects/details/1555,"The Micro-Scale Voluntary Project Activity in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7363,GS1247 VPA 184 Lango Safe Water Project,Energy Efficiency - Domestic,Uganda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1576,https://registry.goldstandard.org/projects/details/1541,"The Micro-Scale Voluntary Project Activity in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7364,GS1247 VPA 185 Lango Safe Water Project,Energy Efficiency - Domestic,Uganda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1577,https://registry.goldstandard.org/projects/details/1556,"The Micro-Scale Voluntary Project Activity in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7365,GS1247 VPA 186 Lango Safe Water Project,Energy Efficiency - Domestic,Uganda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1578,https://registry.goldstandard.org/projects/details/1542,"The Micro-Scale Voluntary Project Activity  in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7366,GS1247 VPA 187 Lango Safe Water Project,Energy Efficiency - Domestic,Uganda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1579,https://registry.goldstandard.org/projects/details/1543,"The Micro-Scale Voluntary Project Activity in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1247.0,,,,,,,,,,,,
GS7367,GS1366 VPA 10 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1597,https://registry.goldstandard.org/projects/details/1560,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7368,GS1366 VPA 11 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1598,https://registry.goldstandard.org/projects/details/1561,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7369,GS1366 VPA 12 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1599,https://registry.goldstandard.org/projects/details/1565,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7370,GS1366 VPA 13 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1600,https://registry.goldstandard.org/projects/details/1566,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7371,GS1366 VPA 14 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1601,https://registry.goldstandard.org/projects/details/1567,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7372,GS1366 VPA 15 Kilifi Borehole Rehabilitation Project ,Energy Efficiency - Domestic,Kenya,Microscale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1602,https://registry.goldstandard.org/projects/details/1568,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",1366.0,,,,,,,,,,,,
GS7391,GS1247 VPA 188 Southern Ethiopia Efficient Cook Stoves,Energy Efficiency - Domestic,Ethiopia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"7,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1603,https://registry.goldstandard.org/projects/details/1577,This project involves the distribution of domestic fuel-efficient cook stoves to households within the Southern region in Ethiopia. ,1247.0,,,,,,,,,,,,
GS7392,PoA GS 973 - United Organic Coffee Growers (UOCG) CPA I,Energy Efficiency - Domestic,Uganda,Small Scale,Listed,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,43675,Uganda Carbon Bureau,"7,8,1,17,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1571,https://registry.goldstandard.org/projects/details/1573,"The PoA GS 973 â€“ UOCG CPA 1 is one of a number of small-scale Component Project Activities (CPAs) that will be included under the ICSEA PoA GS 973. The project is in line with the stated aims of the Gold Standard. It is also consistent with the applicable UNFCCC rules for the Clean Development Mechanism (CDM). This CDM GS small-scale CPA is part of CDM Sectoral Scope 3:  Energy demand, AMS-II.G version 3, â€œEnergy Efficiency Measures in Thermal Applications of Non-Renewable Biomassâ€, as well as CDM Sectoral Scope 1: Fuel switch, AMS-I.E version 6, â€œSwitch from Non-Renewable Biomass for Themal Applications by the Userâ€._x000D_
_x000D_
The ICSEA PoA was registered with the UNFCCC (Ref. # 7014) on 17 August 2012, and with the Gold Standard (GS ID 973) on 25 February 2014. UOCG will become one of several Supplier Organisations (Implementers) under the PoA, with UOCG CPA 1  being its first project to be included. The PoA was uploaded to the UNFCCC webpage for the Global Stakeholder Consultation process on 11 November 2010. The stakeholder consultation process as described below covers the details of UOCG CPA 1._x000D_
",973.0,,,,,,,,,,,,
GS7393,Thangarabalu Small Hydel Project at Karnataka,"Small, Low - Impact Hydro",India,Large Scale,Listed,ACM0002 Grid-connected electricity generation from renewable sources,53983,EKI Energy Services Limited,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1604,https://registry.goldstandard.org/projects/details/1664,"The project activity, promoted Kare Power Resources Private Limited (KPRPL), is a run-of-river 24.75 MW (2 * 12.375 MW) hydro power project across the river Krishna â€“ approximately 13 km downstream the river Krishna at Yalagundhi Village, Lingasugur Taluk, Raichur district, Karnataka, India._x000D_
As the project is a Greenfield project activity, the baseline scenario is the same as the scenario existing prior to the start of the project activity i.e. the electricity demand was met by the power plants already operating in the grid (dominated by fossil fuel based power plants) and planned to be added to the grid. Thus the project will lead to, on an average the displacement of 53,983 tCO2 emissions annually and will lead to 539,830 tCO2 over the entire crediting period.",,,,,,,,,,,,,
GS7394,GS1729 Myanmar Stoves Campaign - Soneva in Myanmar - VPA No. 013,Energy Efficiency - Domestic,Myanmar,Microscale,Gold Standard Certified Project,GS MS Simplified Methodology for Efficient Cookstoves v1.,10000,Soneva Foundation,"7,8,13,3",VPA,https://platform.sustain-cert.com/public-project/1606,https://registry.goldstandard.org/projects/details/1598,"Myanmar Stoves Campaign aims to facilitate access to fuel-efficient cookstoves to the financially poor and under-served rural communities in Myanmar, eliminating their dependency on three stone fires, providing them with better health and safety, economic savings along with reducing GHG emissions and deforestation rates.",1729.0,,,,,,,,,,,,
GS7395,GS5047 VPA26 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VI,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1607,https://registry.goldstandard.org/projects/details/1603,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7396,GS5047 VPA27 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VII,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1608,https://registry.goldstandard.org/projects/details/1579,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7397,GS5047 VPA28 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project VIII,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1609,https://registry.goldstandard.org/projects/details/1580,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7398,GS5047 VPA29 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project IX,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1610,https://registry.goldstandard.org/projects/details/1581,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7399,GS5047 VPA30 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project X,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1611,https://registry.goldstandard.org/projects/details/1582,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7400,GS5047 VPA31 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project XI,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1612,https://registry.goldstandard.org/projects/details/1583,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS7401,GS5047 VPA32 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project XII,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8768,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1613,https://registry.goldstandard.org/projects/details/1584,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",5047.0,,,,,,,,,,,,
GS743,Pirincli HEPP,"Small, Low - Impact Hydro",Turkey,Large scale,Gold Standard Certified Design,ACM0002 Grid-connected electricity generation from renewable sources,97000,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,"7,13,9",Standalone,https://platform.sustain-cert.com/public-project/1270,https://registry.goldstandard.org/projects/details/1169,"Pirincli HEPP is a 18.68 MW run-off-river type HEPP project located in Corum   province of Turkey. Project is expected to generate about 155 GWh of electricity   and 97,000 tons of CO2e per year.",,,,,,,,,,,,,
GS7433,Henan Funiushan Solar Cooker Project Phase I,Solar Thermal - Heat,China,Small Scale,Gold Standard Certified Project,AMS-I.C. Thermal energy production with or without electricity,90723,Sirreon Technology & Development (Beijing) Co.Ltd,"7,8,1,13,3",Standalone,https://platform.sustain-cert.com/public-project/1619,https://registry.goldstandard.org/projects/details/1654,"Henan Funiushan Solar Cooker Project Phase I is located in the southwest of Henan Province, which is invested and implemented by GLGF PVï¼ˆSHANGHAIï¼‰CO., LTD., This region is an ideal area for solar energy utilization. The project involves the distribution and installation of 50,000 sets of solar cookers for rural households. The daylighting area of each solar cooker will be no less than 1.7 m2 and the rated output is 773.5Wth. The rated and maximum total installed capacity of the project is 38.675MWth and 43.698MWth respectively. The proposed project has been enabled the rural households to efficiently substitute solar energy for the fossil fuel (coal) used in daily cooking and water boiling, avoiding CO2 emission that would be generated by fossil fuel consumption. ",,,,,,,,,,,,,
GS7434,Henan Funiushan Solar Cooker Project Phase II,Solar Thermal - Heat,China,Small Scale,Gold Standard Certified Project,AMS-I.C. Thermal energy production with or without electricity,90000,Sirreon Technology & Development (Beijing) Co.Ltd,"7,8,1,13,3",Standalone,https://platform.sustain-cert.com/public-project/1620,https://registry.goldstandard.org/projects/details/1608,"Henan Funiushan Solar Cooker Project Phase II is located in the southwest of Henan Province, which is invested and implemented by GLGF PVï¼ˆSHANGHAIï¼‰CO., LTD., This region is an ideal area for solar energy utilization. The project involves the distribution and installation of 50,000 sets of solar cookers for rural households. The daylighting area of each solar cooker will be no less than 1.7 m2 and the rated output is 773.5Wth. The rated and maximum total installed capacity of the project is 38.675MWth and 43.698MWth respectively. The proposed project has been enabled the rural households to efficiently substitute solar energy for the fossil fuel (coal) used in daily cooking and water boiling, avoiding CO2 emission that would be generated by fossil fuel consumption.",,,,,,,,,,,,,
GS7435,"REMONDIS Recycling CO2 Emissions Reductions from Glass Recycling, Germany",Energy Efficiency - Industrial,Germany,Micro scale,Gold Standard Certified Project,AMS-III.AJ. Recovery and recycling of materials from solid wastes,863,REMONDIS Recycling Gmbh & Co. KG,"8,12,13,9",Standalone,https://platform.sustain-cert.com/public-project/1623,https://registry.goldstandard.org/projects/details/1692,"The Project â€œREMONDIS Recycling CO2 Emissions Reductions from Glass Recycling, Germanyâ€ is developed by REMONDIS Recycling, a company of REMONDIS Group. The Project has been reducing greenhouse gas emissions through its recycling glass waste activities by reducing the energy consumption that would otherwise be required for the production of glass products made of virgin material. The project activity is located in the industrial park in the north of Essen, city in North Rhine-Westphalia, Germany. The output capacity of the glass recycling plant in Essen is 160.000 tons/year. The total GHG emission reductions for the 5 years crediting period (2020-2025) are estimated at 4,315 tCO2e. The annual average GHG emission estimation is 863 tCO2e. This energy efficiency project is reducing greenhouse gas emissions through a pre-cullet process with less carbon intensive processes using glass waste than the usually used in glass production plants using virgin raw inputs. The participants of the Project recognize that this project activity is a model for other similar glass recycling facilities in Europe, which deliver sustainable development, and it contributes also to the social development growth of local comunity through employment opportunities and technology impact. Therefore, the Project contributes to the achievemnt of the United Nations Sustainable Development Goals, such as Climate Action (SDG 13), Decent work and economic growth (SDG 8), and Responsible consumption and production (SDG 12).",,,,,,,,,,,,,
GS7436,"GS5658 VPA 10: Resilience with Safe drinking water in Drought Prone Areas of Bale Zone in Oromia (Ethiopia), phase II",Energy Efficiency - Domestic,Ethiopia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,10000,Carbonsink (Carbonsink Group S.r.l.),"6,13,3",VPA,https://platform.sustain-cert.com/public-project/1624,https://registry.goldstandard.org/projects/details/1617,to be added,5658.0,,,,,,,,,,,,
GS7437,GS1247 VPA189 Southern Ethiopia Efficient Cook Stoves,Energy Efficiency - Domestic,Ethiopia,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"7,13,3,5",VPA,https://platform.sustain-cert.com/public-project/1622,https://registry.goldstandard.org/projects/details/1607,This project involves the distribution of domestic fuel-efficient cook stoves to households within the Southern region in Ethiopia. ,1247.0,,,,,,,,,,,,
GS7438,Improved Cookstove Project In Uganda,Energy Efficiency - Domestic,Uganda,Large Scale,Gold Standard Certified Project,GS TPDDTEC v3.1,171495,South Pole Carbon Asset Management Ltd.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1621,https://registry.goldstandard.org/projects/details/1606,"The projectâ€™s aim is to distribute improved cookstoves in Uganda. This project will use improved cookstove- Berkeley-Darfur Stove (BDS) to replace three stone fire or low-efficiency cookstoves in peri-urban areas around Kampala, Northern, Western, Eastern and West Nile Regions of Uganda. BDS is a biomass burning, high- efficiency rocket-style cookstove. It uses less fuel and emits less smoke as compared to open fire cooking. It also enables users to cook at double speed. It has a stable base so that the stove will not tip over, and wooden handles that stay cool. _x000D_
",,,,,,,,,,,,,
GS744,60 MW Bandirma Wind Power Plant Project,Wind,Turkey,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,108692,BORUSAN ENBW ENERJI YATIRIMLARI VE ÃœRETIM A.S.,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/1271,https://registry.goldstandard.org/projects/details/1170,"The purpose of the proposed VER Gold Standard project is to generate zero   emission renewable  energy from a 60 MW wind farm. Band&#305;rma Enerji ve Elektrik Ãœretim Ticaret   Anonim &#350;irketi is the owner  of the 60 MW GÃ¶kburun Wind Farm Project in Turkey. The project activity is   developed as Gold  Standard VER project.  The wind farm includes a total of 20 VESTAS V 90 turbines at an installed   capacity of 3 MW each, 60  MW in total. Technical feasibility, namely wind speed measurements and power   output estimations  site condition analysis was done between April 2007 and October 2008.   Predicted mean wind speed is  8.6 m/sec, which qualifies the site as suitable for the erection and operation of   a wind park.  The expected power generation for 60 MW installed capacity is 10.4 GWh/a for   each turbine or 207.8  GWh/a (gross) for the entire wind park.1 Net power generation is expected to be   182.7 GWh/a. The  wind park will result in reducing CO2 emissions in the range that",,,,,,,,,,,,,
GS7442,Believe Green Safe Drinking Water ‚Äì Ethiopia-1 ‚Äì GS7442,Energy Efficiency - Domestic,Ethiopia,Microscale,Gold Standard Certified Design,GS TPDDTEC v3.1,10000,Believe Green LLC,"12,6,13",VPA,https://platform.sustain-cert.com/public-project/1636,https://registry.goldstandard.org/projects/details/1641,"â€œBelieve Green Safe Drinking Water â€“ Ethiopiaâ€“1â€ is a Gold Standard micro-programme activity (VPA) which aims to reduce biofuel consumption, such as wood, as is traditionally used to boil water to make it safe to drink. This is done by offering low income populations affordable water filters that make water safe to drink. Since these people usually use inefficient cook stoves that cause large amounts of smoke leading to respiratory diseases, the project also has significant health co-benefits. Also, the project generates significant employment and income opportunities for the local villagers, who are invited to join the project across the production and delivery chain.",5705.0,,,,,,,,,,,,
GS7443,Carbon Emission Reduction Program through CCDB Improved Cook Stove (ICS) in Bangladesh,Energy Efficiency - Domestic,Bangladesh,Microscale,Gold Standard Certified Design,GS MS Simplified Methodology for Efficient Cookstoves v1.,9253,CCDB Enterprise Ltd,"7,1,13,5",POA,https://platform.sustain-cert.com/public-project/1634,https://registry.goldstandard.org/projects/details/1837,"The program is an undertaking of the Christian Commission for Development in Bangladesh (CCDB) and its not-for-profit subsidiary CCDB Enterprise Ltd. Through its network of approx. 30 regional offices and 1,000 Community Based Organizations (CBOs) CCDB intends to create regional Improved Cookstove (ICS) centres. These ICS centres â€“ managed and run largely by women â€“ will assemble, promote, sell, distribute, provide maintenance and user training and monitor a new class of ICS that has been developed over a period of 2 years hand-in-hand by the Institute of Fuel Research & Development (IFRD) of the Bangladesh Council of Scientific and Industrial Research (BCSIR), CCDB and women from CCDBâ€™s CBOs. This new class of ICS is designed to check all the boxes of the needs of households and especially women at the base of the income pyramid in Bangladesh. Usability, flexibility, durability and fuel-efficiency have been put first, making this new class of ICS the â€œGold Standardâ€ for ICS in Bangladesh. Revenues from GS VER sales will be used to subsidize the sales price and make this high-quality ICS attainable for a broad range of low-income households.",,,,,,,,,,,,,
GS7444,Carbon Emission Reduction Program through CCDB Improved Cook Stove (ICS) in Bangladesh ‚Äì VPA 1 ‚Äì Patharghata and Morrelganj 1,Energy Efficiency - Domestic,Bangladesh,Microscale,Gold Standard Certified Project,GS MS Simplified Methodology for Efficient Cookstoves v1.,9253,CCDB Enterprise Ltd,"7,1,13,5",VPA,https://platform.sustain-cert.com/public-project/1635,https://registry.goldstandard.org/projects/details/1658,"Through its regional office in Patharghata (Barguna district) and in collaboration with its Patharghata and Morrelganj Community Based Organizations (CBOs) CCDB will set up a regional ICS center. In this center members (mostly women) of the aforementioned CBOs will be trained to assemble, promote, sell, distribute, provide maintenance and user training and monitor Banglar Unan cookstoves. Under this VPA 3,000 to 4,000 Banglar Unan cookstoves will be deployed in the project area.",7443.0,,,,,,,,,,,,
GS7448,GS5047 VPA33 African Improved Cookstoves and Clean Water Programme: Nyungwe Rainforest Cookstove Project I,Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v3.1,8498,Likano Project Development GmbH,"7,13,3",VPA,https://platform.sustain-cert.com/public-project/1625,https://registry.goldstandard.org/projects/details/1627,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of domestic fuel-efficient cook stoves to households close to the Nyungwe National Park in Rwanda which previously have had no access to improved cookstoves. _x000D_
_x000D_
The efficient cook stoves are locally produced. They will be distributed at a highly subsidised cost for users, in exchange for the rights to the Voluntary Emission Reductions (VERs). The majority of families would not otherwise have access to the market for fuel-efficient cook stoves for economic reasons.",5047.0,,,,,,,,,,,,
